eregistry_key,irn,Levels,Key1,Key2,Key3,Key4,Key5,Key6,Key7,Key8,Key9,Key10,Value,SummaryData,AdmImportIdentifier,AdmInsertedBy,AdmDateInserted,AdmTimeInserted,AdmDateModified,AdmTimeModified,AdmModifiedBy,OwnerId,AdmPublishWebNoPassword,AdmPublishWebPassword,SecRecordStatus,AdmSystemIdentifier
1258,2127,6,"Group","Default","Table","esites","Report","Worksheet (Letter)","","","","","Crystal#!EraDepthFromFt;!EraDepthToFt;!LocElevationASLFromFt;!LocElevationASLToFt;!LocElevationFromFt;!LocElevationToFt;@MapAerialReference_tab;EraAge1;EraAge2;TerAspect;SitBibliographicRef_tab.ebibliography.Bibliography=SummaryData;@EraBiozone_tab;MapCentroidUTM;@LocCountry_tab;@CulCulturalAffiliations_tab;CulCulturalRegion;EraDepthDeterminationMethod;MapDetermination;MapUTMDetermination;@LocDistrictCountyShire_tab;AquDrainageCode;AquDrainageDivision;MapCoordinates=[MapEasting0,MapNorthing0];TerEcologicalZone;EraEra;!EraDepthFromMt;!LocElevationASLFromMt;!LocElevationFromMt;@AquHabitat_tab;AdmInsertedBy;AdmDateInserted;AdmTimeInserted;irn;SitJurisdiction;@CulLanguageGroup_tab;Latitude=[@LatLatitude_nesttab&LatLatitude0,@LatLatitudeDecimal_nesttab&LatLatitudeDecimal_tab,@LatLatitudeVerbatim_nesttab&LatLatitudeVerbatim_tab,@LatLongitude_nesttab&LatLongitude0,@LatLongitudeDecimal_nesttab&LatLongitudeDecimal_tab,@LatLongitudeVerbatim_nesttab&LatLongitudeVerbatim_tab,@LatModifier_nesttab&LatModifier_tab,@LatComment_nesttab&LatComment_tab,LatRadiusVerbatim_tab,LatRadiusUnit_tab,LatRadiusProbability_tab,LatRadiusNumeric_tab,LatPreferred_tab,LatLatLongDetermination_tab,LatGeoreferencingNotes0,LatGeometry_tab,LatDetSource_tab,LatDeterminedByRef_tab.eparties.LatDeterminedBy=SummaryData,LatDetDate0,LatDeriveCentroid_tab,LatDatum_tab,LatCentroidLatitude0,!LatCentroidLatitudeDec_tab,LatCentroidLongitude0,!LatCentroidLongitudeDec_tab];MapNumber;@EraLithology_tab;AdmDateModified;LocDeterminationMethod;LocDeterminationMethodASL;AdmTimeModified;AdmModifiedBy;MapName;@LocNearestNamedPlace_tab;NotNotes;@CulOccupationPeriod_tab;@LocOcean_tab;LocPreciseLocation;@LocProvinceStateTerritory_tab;SitRecordClassification;LocReferencePoint;AquRiverBasin;AquRiverCode;MapScale;@CulScientificDates_tab;@EraSedimentaryBasin_tab;@CulSiteClassification_tab;TerSiteCondition;EraSiteDescription;@CulSiteFeatures_tab;@SitSiteName_tab;SitSiteNumber;SitSiteOwnerRef_tab.eparties.Owner=SummaryData;LocSiteSize;@CulSiteType_tab;@TerSoilType_tab;@LocSpecialGeographicUnit_tab;@EraStratigraphicUnit_tab;@EraStructuralUnit_tab;@AquSubstrateType_tab;MulMultiMediaRef_tab.emultimedia.Multimedia=SummaryData;!EraDepthToMt;!LocElevationASLToMt;!LocElevationToMt;TerTopography;@LocContinent_tab;@LocTownship_tab;MapType;@MapUTM0;TerVegetation;TerSedimentType;AquBottomDescription##0#WorksheetLetter.rpt#","Group|Default|Table|esites|Report|Worksheet (Letter)|Crystal#!EraDepthFromFt;!EraDepthToFt;!LocElevationASLFromFt;!LocElevationASLToFt;!LocElevationFromFt;!LocElevationToFt;@MapAerialReference_tab;EraAge1;EraAge2;TerAspect;SitBibliographicRef_tab.ebibliography.Bibliography=SummaryData;@EraBiozone_tab;MapCentroidUTM;@LocCountry_tab;@CulCulturalAffiliations_tab;CulCulturalRegion;EraDepthDeterminationMethod;MapDetermination;MapUTMDetermination;@LocDistrictCountyShire_tab;AquDrainageCode;AquDrainageDivision;MapCoordinates=[MapEasting0,MapNorthing0];TerEcologicalZone;EraEra;!EraDepthFromMt;!LocElevationASLFromMt;!LocElevationFromMt;@AquHabitat_tab;AdmInsertedBy;AdmDateInserted;AdmTimeInserted;irn;SitJurisdiction;@CulLanguageGroup_tab;Latitude=[@LatLatitude_nesttab&LatLatitude0,@LatLatitudeDecimal_nesttab&LatLatitudeDecimal_tab,@LatLatitudeVerbatim_nesttab&LatLatitudeVerbatim_tab,@LatLongitude_nesttab&LatLongitude0,@LatLongitudeDecimal_nesttab&LatLongitudeDecimal_tab,@LatLongitudeVerbatim_nesttab&LatLongitudeVerbatim_tab,@LatModifier_nesttab&LatModifier_tab,@LatComment_nesttab&LatComment_tab,LatRadiusVerbatim_tab,LatRadiusUnit_tab,LatRadiusProbability_tab,LatRadiusNumeric_tab,LatPreferred_tab,LatLatLongDetermination_tab,LatGeoreferencingNotes0,LatGeometry_tab,LatDetSource_tab,LatDeterminedByRef_tab.eparties.LatDeterminedBy=SummaryData,LatDetDate0,LatDeriveCentroid_tab,LatDatum_tab,LatCentroidLatitude0,!LatCentroidLatitudeDec_tab,LatCentroidLongitude0,!LatCentroidLongitudeDec_tab];MapNumber;@EraLithology_tab;AdmDateModified;LocDeterminationMethod;LocDeterminationMethodASL;AdmTimeModified;AdmModifiedBy;MapName;@LocNearestNamedPlace_tab;NotNotes;@CulOccupationPeriod_tab;@LocOcean_tab;LocPreciseLocation;@LocProvinceStateTerritory_tab;SitRecordClassification;LocReferencePoint;AquRiverBasin;AquRiverCode;MapScale;@CulScientificDates_tab;@EraSedimentaryBasin_tab;@CulSiteClassification_tab;TerSiteCondition;EraSiteDescription;@CulSiteFeatures_tab;@SitSiteName_tab;SitSiteNumber;SitSiteOwnerRef_tab.eparties.Owner=SummaryData;LocSiteSize;@CulSiteType_tab;@TerSoilType_tab;@LocSpecialGeographicUnit_tab;@EraStratigraphicUnit_tab;@EraStructuralUnit_tab;@AquSubstrateType_tab;MulMultiMediaRef_tab.emultimedia.Multimedia=SummaryData;!EraDepthToMt;!LocElevationASLToMt;!LocElevationToMt;TerTopography;@LocContinent_tab;@LocTownship_tab;MapType;@MapUTM0;TerVegetation;TerSedimentType;AquBottomDescription##0#WorksheetLetter.rpt#","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1259,2128,6,"Group","Default","Table","estatistics","Report","Statistics Pivot Table","","","","","Excel#Key1;Key2;Key3;Key4;Key5;Key6;Key7;Key8;Key9;Key10;DateExact;DateTo;DateFrom;TimeExact;TimeTo;TimeFrom;Value;Module;irn##-1#StatisticsPivotTable.xls#","Group|Default|Table|estatistics|Report|Statistics Pivot Table|Excel#Key1;Key2;Key3;Key4;Key5;Key6;Key7;Key8;Key9;Key10;DateExact;DateTo;DateFrom;TimeExact;TimeTo;TimeFrom;Value;Module;irn##-1#StatisticsPivotTable.xls#","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1260,2129,6,"Group","Default","Table","etaxonomy","Also Search","SummaryData","","","","","irn","Group|Default|Table|etaxonomy|Also Search|SummaryData|irn","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1261,2130,6,"Group","Default","Table","etaxonomy","Column Access","AdmOriginalData","","","","","dvQuery;duQuery;dvDisplay;dvEdit;dvInsert","Group|Default|Table|etaxonomy|Column Access|AdmOriginalData|dvQuery;duQuery;dvDisplay;dvEdit;dvInsert","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1262,2131,6,"Group","Default","Table","etaxonomy","Lookup","ClaApplicableCode","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaApplicableCode|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1263,2132,6,"Group","Default","Table","etaxonomy","Lookup","ClaClass","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaClass|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1264,2133,6,"Group","Default","Table","etaxonomy","Lookup","ClaCurrentlyAccepted","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaCurrentlyAccepted|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1265,2134,6,"Group","Default","Table","etaxonomy","Lookup","ClaFamily","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaFamily|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1266,2135,6,"Group","Default","Table","etaxonomy","Lookup","ClaInfraorder","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaInfraorder|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1267,2136,6,"Group","Default","Table","etaxonomy","Lookup","ClaOrder","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaOrder|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1268,2137,6,"Group","Default","Table","etaxonomy","Lookup","ClaSpecies","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaSpecies|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1269,2138,6,"Group","Default","Table","etaxonomy","Lookup","ClaSubclass","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaSubclass|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1270,2139,6,"Group","Default","Table","etaxonomy","Lookup","ClaSubfamily","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaSubfamily|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1271,2140,6,"Group","Default","Table","etaxonomy","Lookup","ClaSubgenus","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaSubgenus|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1272,2141,6,"Group","Default","Table","etaxonomy","Lookup","ClaSuborder","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaSuborder|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1273,2142,6,"Group","Default","Table","etaxonomy","Lookup","ClaSubphylum","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaSubphylum|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1274,2143,6,"Group","Default","Table","etaxonomy","Lookup","ClaSubspecies","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaSubspecies|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1275,2144,6,"Group","Default","Table","etaxonomy","Lookup","ClaSuperclass","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaSuperclass|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1276,2145,6,"Group","Default","Table","etaxonomy","Lookup","ClaSuperfamily","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaSuperfamily|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1277,2146,6,"Group","Default","Table","etaxonomy","Lookup","ClaSuperorder","","","","","readwrite","Group|Default|Table|etaxonomy|Lookup|ClaSuperorder|readwrite","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1278,2147,6,"Group","Default","Table","etaxonomy","Report","List (A4)","","","","","Crystal#irn;ClaScientificName##0#ListA4.rpt","Group|Default|Table|etaxonomy|Report|List (A4)|Crystal#irn;ClaScientificName##0#ListA4.rpt","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1279,2148,6,"Group","Default","Table","etaxonomy","Report","List (Letter)","","","","","Crystal#irn;ClaScientificName##0#ListLetter.rpt","Group|Default|Table|etaxonomy|Report|List (Letter)|Crystal#irn;ClaScientificName##0#ListLetter.rpt","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1280,2149,6,"Group","Default","Table","etaxonomy","Report","Summary (A4)","","","","","Crystal#irn;SynValid;IdeBy;IdeDate;IdeCode;SynTaxonomyRef_tab.etaxonomy.SynonymOf=SummaryData;SummaryData;ClaRank;ClaPublicationAuthor;ClaPublicationYear;ClaScientificName##0#SummaryA4.rpt","Group|Default|Table|etaxonomy|Report|Summary (A4)|Crystal#irn;SynValid;IdeBy;IdeDate;IdeCode;SynTaxonomyRef_tab.etaxonomy.SynonymOf=SummaryData;SummaryData;ClaRank;ClaPublicationAuthor;ClaPublicationYear;ClaScientificName##0#SummaryA4.rpt","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1281,2150,6,"Group","Default","Table","etaxonomy","Report","Summary (Letter)","","","","","Crystal#irn;SynValid;IdeBy;IdeDate;IdeCode;SynTaxonomyRef_tab.etaxonomy.SynonymOf=SummaryData;SummaryData;ClaRank;ClaPublicationAuthor;ClaPublicationYear;ClaScientificName##0#SummaryLetter.rpt","Group|Default|Table|etaxonomy|Report|Summary (Letter)|Crystal#irn;SynValid;IdeBy;IdeDate;IdeCode;SynTaxonomyRef_tab.etaxonomy.SynonymOf=SummaryData;SummaryData;ClaRank;ClaPublicationAuthor;ClaPublicationYear;ClaScientificName##0#SummaryLetter.rpt","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1282,2151,6,"Group","Default","Table","etaxonomy","Report","Worksheet (A4)","","","","","Crystal#irn;ClaKingdom;ClaPhylum;ClaSubphylum;ClaPhylum;ClaSuperclass;ClaClass;ClaSubclass;ClaSuperorder;ClaOrder;ClaSuborder;ClaInfraorder;ClaSuperfamily;ClaFamily;ClaFamilyNumber;ClaSubfamily;ClaTribe;ClaSubtribe;ClaGenus;ClaGenusNumber;ClaSubgenus;ClaSection;ClaSeries;ClaSpecies;ClaSubspecies;Other=[ClaOtherRank_tab,ClaOtherValue_tab];ClaSequenceNumber;ClaHybrid;ClaHybridRank;ClaHybridParent1Sex;ClaHybridParent1NameRef.etaxonomy.ClaHybridParent1NameSummaryData=SummaryData;ClaHybridParent2Sex;ClaHybridParent2NameRef.etaxonomy.ClaHybridParent2NameSummaryData=SummaryData;ClaCultivar;ClaCultivarName;ClaApplicableCode;ClaRank;ClaScientificNameAuto;ClaScientificName;ClaCurrentlyAccepted;ClaCurrentNameRef.etaxonomy.ClaCurrentNameSummaryData=SummaryData;Citations=[CitCitedInRef_tab.ebibliography.CitCitedInSummaryData=SummaryData,CitVerifiedByRef_tab.eparties.CitVerifiedBySummaryData=SummaryData,CitVerifiedDate0,CitLocality_tab,CitRemarks_tab,CitPrimary_tab];PriIsBasionym;PriBasionymRef.etaxonomy.PriBasionymSummaryData=SummaryData;PriTypeAboveSpeciesNameRef.etaxonomy.PriTypeAboveSpeciesNameSummaryData=SummaryData;PriTypeAboveSpeciesStatus;AutAuthorString;AutAuthorsSame;NameAuthors=[AutCombAuthorsRef_tab.eparties.NameAuthorTaxonomicName=NamTaxonomicName,AutCombAuthorsRole_tab];AutCombYear;ParentheticAuthors=[AutBasionymAuthorsRef_tab.eparties.ParentheticAuthorTaxonomicName=NamTaxonomicName,AutBasionymAuthorsRole_tab];AutBasionymYear;TaxAvailabilityStatus;TaxAvailabilityStatusAttribute;AvailabilityDocumentation=[TaxAvailabilityReason_tab,TaxAvailabilityCorrectNameRef_tab.etaxonomy.TaxAvailabilityCorrectNameSummaryData=SummaryData,TaxAvailabilityBiblioRef_tab.ebibliography.TaxAvailabilityBiblioSummaryData=SummaryData,TaxAvailabilityCommenterRef_tab.eparties.TaxAvailabilityCommenterSummaryData=SummaryData,TaxAvailabilityComment_tab,TaxAvailabilityDate0];TaxValidityStatus;TaxValidityStatusAttribute;ValidityDocumentation=[TaxValidityReason_tab,TaxValidityCorrectNameRef_tab.etaxonomy.TaxValidityCorrectNameSummaryData=SummaryData,TaxValidityBiblioRef_tab.ebibliography.TaxValidityBiblioSummaryData=SummaryData,TaxValidityCommenterRef_tab.eparties.TaxValidityCommenterSummaryData=SummaryData,TaxValidityComment_tab,TaxValidityDate0];Homotypics=[HomNameRef_tab.etaxonomy.HomNameSummaryData=SummaryData,HomKind_tab];Synonyms=[SynNameRef_tab.etaxonomy.SynNameSummaryData=SummaryData,SynAuthorityRef_tab.ebibliography.SynAuthoritySummaryData=SummaryData,SynKind_tab];GeogStatus=[GeoAreaRef_tab.egazetteer.GeoAreaSummaryData=SummaryData,GeoAuthorityRef_tab.eparties.GeoAuthoritySummaryData=SummaryData,GeoStatus_tab,GeoStatusType_tab,GeoStatusComments_tab];CommonNames=[ComName_tab,ComGeographicLocation_tab,ComLanguage_tab,ComReferenceRef_tab.ebibliography.ComReferenceSummaryData=SummaryData,ComComments_tab];InformalNames=[InfName_tab,InfReferenceRef_tab.ebibliography.InfReferenceSummaryData=SummaryData,InfComments_tab];Descriptions=[DesLabel0,DesDescription0];MulMultiMediaRef_tab.emultimedia.Multimedia=SummaryData;AdmInsertedBy;AdmDateInserted;AdmTimeInserted;AdmModifiedBy;AdmDateModified;AdmTimeModified##0#WorksheetA4.rpt","Group|Default|Table|etaxonomy|Report|Worksheet (A4)|Crystal#irn;ClaKingdom;ClaPhylum;ClaSubphylum;ClaPhylum;ClaSuperclass;ClaClass;ClaSubclass;ClaSuperorder;ClaOrder;ClaSuborder;ClaInfraorder;ClaSuperfamily;ClaFamily;ClaFamilyNumber;ClaSubfamily;ClaTribe;ClaSubtribe;ClaGenus;ClaGenusNumber;ClaSubgenus;ClaSection;ClaSeries;ClaSpecies;ClaSubspecies;Other=[ClaOtherRank_tab,ClaOtherValue_tab];ClaSequenceNumber;ClaHybrid;ClaHybridRank;ClaHybridParent1Sex;ClaHybridParent1NameRef.etaxonomy.ClaHybridParent1NameSummaryData=SummaryData;ClaHybridParent2Sex;ClaHybridParent2NameRef.etaxonomy.ClaHybridParent2NameSummaryData=SummaryData;ClaCultivar;ClaCultivarName;ClaApplicableCode;ClaRank;ClaScientificNameAuto;ClaScientificName;ClaCurrentlyAccepted;ClaCurrentNameRef.etaxonomy.ClaCurrentNameSummaryData=SummaryData;Citations=[CitCitedInRef_tab.ebibliography.CitCitedInSummaryData=SummaryData,CitVerifiedByRef_tab.eparties.CitVerifiedBySummaryData=SummaryData,CitVerifiedDate0,CitLocality_tab,CitRemarks_tab,CitPrimary_tab];PriIsBasionym;PriBasionymRef.etaxonomy.PriBasionymSummaryData=SummaryData;PriTypeAboveSpeciesNameRef.etaxonomy.PriTypeAboveSpeciesNameSummaryData=SummaryData;PriTypeAboveSpeciesStatus;AutAuthorString;AutAuthorsSame;NameAuthors=[AutCombAuthorsRef_tab.eparties.NameAuthorTaxonomicName=NamTaxonomicName,AutCombAuthorsRole_tab];AutCombYear;ParentheticAuthors=[AutBasionymAuthorsRef_tab.eparties.ParentheticAuthorTaxonomicName=NamTaxonomicName,AutBasionymAuthorsRole_tab];AutBasionymYear;TaxAvailabilityStatus;TaxAvailabilityStatusAttribute;AvailabilityDocumentation=[TaxAvailabilityReason_tab,TaxAvailabilityCorrectNameRef_tab.etaxonomy.TaxAvailabilityCorrectNameSummaryData=SummaryData,TaxAvailabilityBiblioRef_tab.ebibliography.TaxAvailabilityBiblioSummaryData=SummaryData,TaxAvailabilityCommenterRef_tab.eparties.TaxAvailabilityCommenterSummaryData=SummaryData,TaxAvailabilityComment_tab,TaxAvailabilityDate0];TaxValidityStatus;TaxValidityStatusAttribute;ValidityDocumentation=[TaxValidityReason_tab,TaxValidityCorrectNameRef_tab.etaxonomy.TaxValidityCorrectNameSummaryData=SummaryData,TaxValidityBiblioRef_tab.ebibliography.TaxValidityBiblioSummaryData=SummaryData,TaxValidityCommenterRef_tab.eparties.TaxValidityCommenterSummaryData=SummaryData,TaxValidityComment_tab,TaxValidityDate0];Homotypics=[HomNameRef_tab.etaxonomy.HomNameSummaryData=SummaryData,HomKind_tab];Synonyms=[SynNameRef_tab.etaxonomy.SynNameSummaryData=SummaryData,SynAuthorityRef_tab.ebibliography.SynAuthoritySummaryData=SummaryData,SynKind_tab];GeogStatus=[GeoAreaRef_tab.egazetteer.GeoAreaSummaryData=SummaryData,GeoAuthorityRef_tab.eparties.GeoAuthoritySummaryData=SummaryData,GeoStatus_tab,GeoStatusType_tab,GeoStatusComments_tab];CommonNames=[ComName_tab,ComGeographicLocation_tab,ComLanguage_tab,ComReferenceRef_tab.ebibliography.ComReferenceSummaryData=SummaryData,ComComments_tab];InformalNames=[InfName_tab,InfReferenceRef_tab.ebibliography.InfReferenceSummaryData=SummaryData,InfComments_tab];Descriptions=[DesLabel0,DesDescription0];MulMultiMediaRef_tab.emultimedia.Multimedia=SummaryData;AdmInsertedBy;AdmDateInserted;AdmTimeInserted;AdmModifiedBy;AdmDateModified;AdmTimeModified##0#WorksheetA4.rpt","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
